0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,genre
-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.205142,1.262588,-15.847021,15.986576,3.3616717,-1.5137409,1.892155,6.3119216,-0.99486226,-2.4167242,-3.6847513,0.4993973,5.050747,-0.7867031,5.0169168,-0.14098951,-1.5651624,-1.0404779,3.0535064,-1.9827344,2.433931,2.3241081,0.09735633,0.20787969,1.6949698,1.7448698,1.007,0.61692643,1.915519,2.6901474,-0.45535567,3.3295665,3.3969371,1.1337955,blues
-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.3548675,0.39087018,-13.504575,16.856106,5.130938,-2.2318802,3.9640331,5.318362,0.8122657,-1.0979141,-4.539752,-2.434786,3.313449,-0.6142795,7.0671306,3.0549421,0.5773834,0.604153,2.7848527,-1.4458077,2.0438118,5.6110477,2.9372177,2.1086757,2.5322511,-0.4580253,-2.2245493,0.13010454,-0.45794517,-0.15111929,-0.3084578,5.0325847,5.30105,1.6343503,blues
-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.885552,-1.8633765,-7.6205554,-2.4471745,-2.8867247,-9.429529,-10.923913,3.5625575,4.137706,0.09554375,-2.9725447,-1.378875,7.541176,-3.0374627,-5.869083,-3.2556946,0.83528244,3.7315578,3.7055347,1.7564299,-0.18940376,-4.299525,0.29012415,1.4659411,3.9169052,7.1919007,4.648926,-0.20544353,-7.19397,-7.106317,-2.1542428,0.7244214,-2.2915964,-3.8595967,blues
-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461284,7.7256403,-1.2474906,-0.5775883,-2.3025885,3.783147,0.08482328,-0.93943614,2.2965147,4.2883782,-1.6618618,-10.444595,-6.7975335,-1.066052,-1.5959948,-1.1833355,-1.270293,2.4868212,3.0607395,1.359897,1.896316,-0.60758394,-1.5944372,5.495969,8.930596,7.5232053,5.8437243,2.1523542,-3.3565187,-7.3288403,-4.633935,-1.1170514,-0.9417035,-4.857125,-5.742,blues
-249.2894,130.98703,0.67739,66.68578,17.897806,4.623737,6.5983086,1.24905,1.4163893,-1.579142,-0.9626631,-3.5719955,-2.9279814,4.596818,7.478901,-0.18313698,-2.8253267,-2.6788447,0.7485471,-0.5342602,-3.0131238,0.9745231,1.4355257,1.5975338,2.9452617,1.3411973,-0.25703222,0.12686479,4.1778355,6.5228796,2.554592,-1.4885147,-1.5802863,-4.076856,-5.668731,-2.2920501,-0.6887121,-1.5203532,-4.7883782,-1.8162625,blues
-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.005786057,2.2509663,4.2050996,-3.293317,1.6082983,2.6657817,3.3244853,3.2600794,-4.558311,0.47801903,5.9297876,3.2283401,1.8785926,1.3648267,2.4437711,0.675558,-1.7828133,-1.415032,-1.34787,-1.876956,-2.519473,-2.2802,-1.225863,0.46437144,0.17403993,-3.2940598,-4.22879,-2.2338996,1.0857327,0.1749599,-4.899648,-2.4929721,blues
-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024475,0.90993816,1.9782512,-6.167008,-9.396024,-2.5628407,-4.5228944,-0.26295036,0.17933396,-1.5074474,1.4652513,-6.9718475,-8.32218,4.2389526,0.98148614,2.610902,1.552715,0.109993905,-2.701053,-2.3527684,-0.29116553,-1.4760938,-0.27165067,-0.15426059,-3.9425983,-3.0952342,-4.255201,-6.734352,-5.1832952,-7.478676,-6.549863,-5.5049615,-4.553446,-3.5519173,2.6809115,blues
-248.98674,139.0672,-16.2825,57.117985,20.192654,10.188038,4.5439763,0.3312791,-7.8779507,-3.4479153,-2.646489,-2.8313823,-0.9021666,-2.4017205,2.567503,-5.855444,-12.398049,-7.310066,-0.9439507,-2.6873753,-2.9989295,-2.4182837,-0.8202371,1.1893005,0.73112285,-0.580832,-3.1812923,-2.4007108,2.0960305,4.7608237,7.2359843,5.949549,0.54922944,-4.501244,-6.735127,-3.2949831,-0.21166593,-0.7878608,-4.7489986,-4.42188,blues
-233.75082,101.178276,17.649765,23.733782,2.0820305,25.941927,-16.958853,15.098037,-22.278717,4.3951244,-23.207405,-6.057174,-5.068858,1.0673933,-5.7853684,-8.311131,-11.389136,-6.7279487,-10.025587,-14.032895,-13.941642,-12.283794,-15.634611,-17.248882,-7.6295185,-11.211274,-7.338371,-12.709406,-6.594499,-7.4224057,-6.4947066,-3.3719451,-1.694435,-6.937933,-3.5807078,-3.7524717,-6.627271,-0.37446076,-1.0272646,-4.35388,blues
-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.1299253,-17.794416,-8.015903,-17.607277,-8.139437,-8.648127,-15.528326,-15.317337,-9.66383,-10.0986805,-17.833735,-6.5358396,-6.573339,-12.748006,-12.207887,-8.993254,-12.406386,-5.7777634,-11.53472,-6.61128,-7.093193,-11.972395,-12.426523,-10.970476,-10.994474,-8.690118,-3.1613784,-3.4710598,-4.7182775,-0.53769463,1.4674176,blues
-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.416351,12.118737,-26.350498,-4.367485,-26.413198,-13.045098,-12.654766,-1.8243437,-7.258695,-6.661085,-14.686605,-11.720062,-11.023768,-13.388403,-15.678537,-15.303345,-13.755701,-16.177986,-5.245714,-11.313874,-9.472084,-14.032243,-6.329536,-2.2054145,1.1504488,0.33263537,-4.7429476,-4.6598496,-2.2234924,-5.033975,-7.105322,-2.4176652,-5.593121,-9.187861,blues
-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428973,-11.942033,1.5714257,-15.635912,-6.6506157,-11.713253,-2.9383886,-7.3725805,-15.697483,-10.9741535,-10.8895445,-18.505476,-19.103352,-8.7455845,-10.344914,-15.0033865,-17.338305,-11.288121,-6.713057,-3.689551,-5.6880546,-4.632819,-8.340749,-6.6255283,-9.481179,-9.744417,-10.595023,-8.320598,-3.0721002,0.7944929,-1.6858892,-3.361248,-3.9683251,blues
-239.03807,108.65722,34.15189,30.23917,-0.47574344,27.292637,-21.379398,14.150509,-24.510178,-1.8840464,-28.050291,-11.25665,-16.47693,-7.637185,-12.799122,-15.357241,-13.729804,-7.3977785,-10.089319,-13.291538,-8.918517,-11.164578,-14.153515,-15.473669,-8.666998,-8.834945,-1.4173044,-9.866647,-6.2561884,-8.978189,-8.761985,-8.081801,-6.126153,-7.813,-7.545515,-8.023716,-5.8891544,-1.0590097,2.2280183,3.7282205,blues
-217.23868,105.792366,15.617071,25.256382,-1.4402742,30.18982,-17.71522,17.318172,-27.209526,4.339167,-20.059492,-10.695945,-14.220667,-5.1562176,-3.473266,-6.189413,-15.326928,-6.845921,-9.82767,-13.943093,-13.6964855,-15.133722,-11.581716,-13.277816,-4.772482,-6.9542136,-5.558409,-13.9653845,-11.705408,-6.395062,-5.9961724,-5.1991773,-3.7420137,-6.6131544,-2.2970734,-3.0403223,-6.7230864,-3.8079073,-0.49222955,-4.5755453,blues
-171.8102,120.280624,15.327534,21.090452,-5.419299,24.189468,-24.138222,18.551985,-22.348906,1.3031795,-20.763931,-4.9888506,-17.118929,-7.886533,-15.30893,-9.351313,-8.913868,-8.525088,-14.333636,-19.933723,-14.498195,-4.4419794,-6.3487387,-13.986056,-15.103284,-18.514864,-9.775942,-7.230635,0.01811237,4.388187,-0.72634226,-7.598214,-6.394119,-6.648575,-7.5513997,-7.356232,-5.26311,-6.4793305,-6.333947,-8.993704,blues
-200.19609,116.34013,18.00621,25.313564,0.29173443,24.192476,-22.255907,11.186425,-26.848732,-7.6384597,-24.889929,-12.015525,-17.017954,-8.120277,-11.956443,-12.609149,-14.181588,-8.206693,-15.028046,-10.327059,-10.426639,-12.870199,-11.825806,-17.595095,-9.03984,-8.078135,-0.29591233,-6.7382073,-3.2581837,-4.518498,-3.5153196,-7.080007,-2.2567236,-8.151998,-11.334638,-6.8460903,-6.478708,-0.15390785,6.323745,2.9773524,blues
-328.68088,102.71113,19.895552,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.4336611,-12.373165,-8.907053,-9.2401085,-9.106373,-9.001113,-7.6363454,-7.1891537,-9.366816,-4.469685,-3.6831248,-1.0677596,-2.6156685,-11.536372,-19.0343,-13.699348,-4.615658,-0.20253581,-7.2042174,-8.91061,-11.242503,-7.8016286,-2.9623342,-6.1443663,-11.278101,-11.237209,-8.962382,-8.098969,-3.8332171,7.53604,10.969466,blues
-192.69382,111.18816,21.37331,26.392143,-0.6483752,23.48088,-25.470795,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948874,-8.518192,-4.9490137,-11.519487,-10.183083,-8.140699,-17.34798,-5.1230803,-9.571379,1.00489,5.3666162,3.4075255,-2.861819,-3.400239,-6.198206,-3.8136353,-4.608588,-5.031274,-6.767432,-6.6408043,-10.245686,blues
-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815573,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553244,-10.10251,-5.785535,-7.775144,-7.1861954,-6.5239363,-6.219471,-12.392348,-16.332365,-11.469442,-12.742511,-3.485584,-6.5372863,-7.460697,-7.5735893,-8.208342,-9.292455,-4.619143,-7.661604,-11.395263,-7.408761,-8.532783,0.1015051,6.271554,3.9082692,blues
-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032604,4.243276,-16.482641,6.545287,-5.6936355,-3.6378522,-4.857603,1.8532672,-5.4875617,-4.6801963,-0.9774199,1.8332814,2.8882763,0.600009,-2.7085197,-2.9986565,-2.9550529,-4.849667,-0.7716646,-2.2603273,0.90703857,1.6708633,0.50467175,-1.886472,3.0051074,-2.1736474,-2.8563225,-5.2406197,blues
-107.18975,88.47057,-4.177788,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.624961,-7.362244,-3.657815,-7.1791234,1.9747294,-1.8481313,-0.73602057,3.151773,4.2956624,-1.1951228,-3.9126298,-10.61235,-3.9238687,-2.1862586,-0.38536826,-0.7582428,-5.416585,-1.6356938,0.896871,1.4747782,-3.9553423,0.56952214,-1.9335734,-2.0512261,-4.999432,blues
-159.56772,69.78482,-4.39188,76.851135,3.9159086,45.167534,-4.867353,32.200516,-9.796341,7.812512,-21.826967,9.68244,-2.5915892,3.3045378,-14.970442,10.232262,-4.08953,-5.8507586,-2.470001,6.6611314,3.7075763,-10.246476,-6.6826673,-5.4414244,-2.3651266,-1.8085495,-1.6036187,-1.6623342,-6.1309886,-4.093412,2.9830174,-7.9417076,-6.1014194,-2.70398,-2.3211243,-5.571871,4.6962347,-0.08067312,-3.1199281,-1.2938526,blues
-109.194984,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151819,-3.9658139,3.2878773,0.018798875,-0.29304737,-1.1389226,-2.1458368,-2.7829275,-1.3716096,-6.027897,-2.628545,1.710193,-2.386419,-0.78069973,1.530009,-1.5763322,-4.3329926,-0.49720645,-1.9428586,0.20395486,-1.9669764,-0.74610186,-1.7812794,blues
-109.53234,86.9265,-8.624988,64.4895,-6.306033,43.64582,-8.293101,28.546427,-14.08159,8.136634,-21.490425,11.086615,-5.0944667,3.9787703,-12.864777,12.342426,0.020586587,-0.7392394,-5.13045,3.3071303,-0.53564245,-6.3173203,-2.9046478,-0.78276557,-3.9420722,-3.0772758,-6.9452205,-4.2051115,-5.2387657,-0.65020126,3.2446759,-4.4435945,-2.2366748,0.32013038,-1.2109373,-5.2249985,3.1939723,-1.5856707,-3.5616028,-5.25872,blues
-163.24313,89.78488,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070131,-20.552906,6.0071893,-2.9081323,-0.43483505,-17.545372,4.154168,-5.9900985,-7.8620358,-8.565295,1.8571713,-1.1085701,-7.0141163,-3.7923405,-6.253027,-2.5730948,-5.92257,-6.9644213,-5.9094434,-2.993216,-5.060863,3.2361157,-3.7754376,-6.7477474,-1.683576,-1.5113053,-4.261569,0.11924042,-2.8156946,-3.2812364,-7.2795053,blues
-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,0.19378847,-14.486603,6.864802,-4.4448314,-2.9868774,-4.8211694,5.399324,-1.1535885,-4.6451936,-4.4017105,-1.5543901,-0.0937277,-0.7109966,-3.4011953,-4.002922,-4.2062283,-5.0945253,3.0877786,-2.9002426,-2.2612064,0.24335161,-0.3233765,-1.2815942,2.5227075,-0.5225191,-1.78327,-2.692192,blues
-149.97588,93.640755,6.336243,71.51115,-8.113177,36.21202,-9.784972,17.641598,-21.119005,-0.12590306,-22.20099,5.435663,-7.4677796,-4.3329644,-12.409764,9.624794,-5.02424,-3.7063131,2.3359406,4.1622434,2.0230525,-6.7766333,1.9622389,2.0050797,-2.0746238,-0.90678734,-4.965382,-5.894858,-7.465297,-6.8621635,-0.80824673,-1.530219,2.9448326,-3.5761952,-1.689292,-3.3722548,1.1235428,-2.218433,-4.412325,-5.3131213,blues
-106.34815,102.64147,-20.172258,59.37521,-9.967279,33.70612,-14.182176,23.516735,-13.329085,16.026072,-18.923176,7.8317666,-7.8003836,4.0504375,-11.348732,2.0717623,-5.7422748,0.46529803,-1.9167938,-3.1317525,-7.8732615,-2.8136272,3.5248382,0.8987559,1.4428486,-3.4406505,-8.376188,-4.694872,0.6156724,-0.9312794,-1.6845003,-4.908412,-1.7272428,-4.259532,0.9923707,-2.1335244,2.1186235,-2.3455462,-1.89056,-5.881536,blues
-255.97383,110.82752,21.460573,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.430674,-7.144061,-11.172762,-12.612459,2.7417226,-8.942421,-7.946157,-2.3538344,-0.71479535,1.5618298,-5.935918,0.44184795,-0.6937608,0.197759,1.3144841,-3.9491735,-4.8852925,-0.6164703,-1.1753867,-1.0806522,-5.3121996,-0.58683234,-4.208334,-6.219944,-4.9528837,-1.2708442,-2.6621895,-4.945676,-2.9655871,blues
-83.00168,107.06744,-25.32368,57.122074,0.08129864,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542858,-9.772627,2.560521,-6.298749,3.0084887,-8.717001,-0.32524619,-2.9847343,0.7146168,-0.72754693,6.9045563,2.3230743,-1.4856552,-1.0355937,-3.9847295,2.063857,0.8937788,-0.3267292,-1.8766147,0.2033571,-3.1715484,-1.3924073,-2.574759,2.7696807,-0.9427095,-0.29901773,-6.699016,-1.9220965,-0.42812788,blues
-55.59663,114.95122,-37.06935,64.90438,-7.164943,15.254703,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,3.797079,-7.8952417,8.47764,-4.0678988,3.2060173,-5.1801424,-1.2800465,0.4779542,3.4287102,-1.1295173,0.29387283,-0.33311957,-4.645253,1.473777,-1.7478557,-3.1398487,-1.4850339,-2.5186174,-5.9363327,1.7661172,-2.1855967,2.8691418,-3.396175,-2.289061,-5.088358,-2.654977,-3.7388084,blues
-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883124,-2.382837,11.688009,1.5453439,3.0493674,-7.628483,-8.961092,-4.3512707,-0.06528475,-2.5532408,-3.436927,-3.8674521,1.3170228,3.7119277,-3.5770347,-4.84364,-1.1377118,-1.5455738,-0.4819012,9.401857,3.2200632,-3.4187133,-3.1272619,-5.944332,-5.9852366,-3.3530002,-2.3643222,3.3332777,3.30348,-1.3610115,-2.8125095,-3.4637017,-3.4692407,blues
-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.246782,-12.877674,18.621216,-11.3991165,14.550057,-6.057421,12.74034,-9.374367,1.3606244,-3.6204464,7.0045776,-4.0630016,-0.2688595,-3.7049413,-0.4966115,0.1664929,0.664513,0.36703974,4.245531,3.9661589,1.1685114,6.2195764,-0.7212655,-1.3940504,0.91681486,-2.9569843,-6.2253184,-0.2608692,-0.029801395,3.7006352,0.17521602,-2.305674,-2.4158294,0.5259262,-2.4461327,blues
-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878274,-11.297565,4.668999,-6.410602,3.2177243,-8.079231,-1.7114851,-5.424766,-2.5814133,-2.223736,3.1003315,0.47753558,2.4268413,0.79032934,-1.726544,1.6791247,-3.6278858,-4.763314,-3.9650054,-2.2143457,-4.569273,0.38084424,-1.4792575,1.9974791,-0.818424,-0.43242174,-2.5766394,-0.74634033,-2.662701,blues
